Location,Order #,Opened Date,Server,Table,Discount Name,Discount Reason,Comment,Discount Amount
Tink a Tako #9 - Blanco Rd - 2919 Blanco Rd,329,10/27/25 4:47 PM,AM CASHIER,,Open % Check,,,12.50
Tink a Tako #9 - Blanco Rd - 2919 Blanco Rd,180,10/27/25 10:35 AM,AM CASHIER,,Open % Check,,,3.98
