Location,Order #,Opened Date,Server,Table,Discount Name,Discount Reason,Comment,Discount Amount
Tink a Tako #9 - Blanco Rd - 2919 Blanco Rd,253,10/14/25 4:20 PM,samantha lopez,,Open $ Check,,,4.00
Tink a Tako #9 - Blanco Rd - 2919 Blanco Rd,87,10/14/25 8:41 AM,AM CASHIER,,Open % Item,,,3.50
