Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
1,,CASH,Daniela,Daniela,0.00,18.23,,8/8/25 6:33 AM,8/8/25 6:30 AM
3,,CREDIT,Daniela,Daniela,0.00,16.82,,8/8/25 6:38 AM,8/8/25 6:32 AM
2,,CASH,Daniela,Daniela,0.00,4.31,,8/8/25 6:39 AM,8/8/25 6:31 AM
6,,CASH,Norma,Norma,0.00,6.48,,8/8/25 6:39 AM,8/8/25 6:39 AM
4,,CREDIT,Daniela,Daniela,0.00,7.67,,8/8/25 6:40 AM,8/8/25 6:33 AM
5,,CREDIT,Daniela,Daniela,0.00,18.78,,8/8/25 6:41 AM,8/8/25 6:38 AM
7,,CREDIT,Daniela,Daniela,0.00,8.40,,8/8/25 6:43 AM,8/8/25 6:41 AM
8,,CREDIT,Daniela,Daniela,0.00,14.47,,8/8/25 6:45 AM,8/8/25 6:41 AM
10,,CREDIT,Daniela,Daniela,0.00,11.29,,8/8/25 6:47 AM,8/8/25 6:47 AM
12,,CASH,Daniela,Daniela,0.00,8.62,,8/8/25 6:56 AM,8/8/25 6:56 AM
13,,CREDIT,Daniela,Daniela,0.00,11.89,,8/8/25 6:59 AM,8/8/25 6:58 AM
14,,CREDIT,Daniela,Daniela,0.00,9.61,,8/8/25 7:03 AM,8/8/25 7:02 AM
17,,CASH,Daniela,Daniela,0.00,23.96,,8/8/25 7:10 AM,8/8/25 7:08 AM
24,,CASH,Norma,Norma,0.00,12.30,,8/8/25 7:13 AM,8/8/25 7:13 AM
18,,CREDIT,Daniela,Daniela,0.00,9.93,,8/8/25 7:14 AM,8/8/25 7:08 AM
21,,CREDIT,Daniela,Daniela,0.00,15.52,,8/8/25 7:15 AM,8/8/25 7:11 AM
22,,CREDIT,Daniela,Daniela,0.00,20.39,,8/8/25 7:17 AM,8/8/25 7:12 AM
16,,CREDIT,Norma,Norma,0.00,5.72,,8/8/25 7:17 AM,8/8/25 7:07 AM
23,,CREDIT,Daniela,Daniela,2.00,17.34,,8/8/25 7:19 AM,8/8/25 7:14 AM
25,,CREDIT,Daniela,Daniela,0.00,10.77,,8/8/25 7:21 AM,8/8/25 7:16 AM
15,23,CASH,Norma,Norma,0.00,8.20,,8/8/25 7:22 AM,8/8/25 7:06 AM
26,,CREDIT,Daniela,Daniela,0.00,11.07,,8/8/25 7:22 AM,8/8/25 7:17 AM
28,,CASH,Daniela,Daniela,0.00,4.09,,8/8/25 7:24 AM,8/8/25 7:19 AM
11,26,CASH,Norma,Norma,0.00,10.81,,8/8/25 7:24 AM,8/8/25 6:55 AM
9,35,CREDIT,Norma,,5.00,10.58,,8/8/25 7:25 AM,8/8/25 6:46 AM
20,,CREDIT,Norma,Norma,0.00,16.00,,8/8/25 7:26 AM,8/8/25 7:10 AM
29,,CREDIT,Daniela,Daniela,0.00,19.38,,8/8/25 7:27 AM,8/8/25 7:20 AM
31,,CASH,Daniela,Daniela,0.00,6.48,,8/8/25 7:28 AM,8/8/25 7:21 AM
34,,CREDIT,Norma,Norma,3.00,55.89,,8/8/25 7:28 AM,8/8/25 7:28 AM
36,,CREDIT,Daniela,Daniela,0.00,4.85,,8/8/25 7:29 AM,8/8/25 7:28 AM
33,,CREDIT,Daniela,Daniela,0.00,7.02,,8/8/25 7:31 AM,8/8/25 7:27 AM
35,,CREDIT,Daniela,Daniela,0.00,6.46,,8/8/25 7:32 AM,8/8/25 7:28 AM
38,,CASH,Daniela,Daniela,0.00,9.71,,8/8/25 7:32 AM,8/8/25 7:30 AM
30,,CREDIT,Norma,Norma,4.00,17.23,,8/8/25 7:35 AM,8/8/25 7:20 AM
39,,CASH,Daniela,Daniela,0.00,3.68,,8/8/25 7:35 AM,8/8/25 7:34 AM
40,,CREDIT,Daniela,Daniela,0.00,29.07,,8/8/25 7:37 AM,8/8/25 7:35 AM
44,,CREDIT,Rosie ,Rosie ,5.00,8.41,,8/8/25 7:41 AM,8/8/25 7:41 AM
43,,CREDIT,Daniela,Daniela,0.00,4.32,,8/8/25 7:42 AM,8/8/25 7:42 AM
32,,CREDIT,Daniela,Daniela,0.00,4.75,,8/8/25 7:43 AM,8/8/25 7:24 AM
42,,CREDIT,Daniela,Daniela,0.00,7.82,,8/8/25 7:44 AM,8/8/25 7:39 AM
45,,CASH,Daniela,Daniela,0.00,8.18,,8/8/25 7:49 AM,8/8/25 7:43 AM
47,,CASH,Daniela,Daniela,0.00,9.72,,8/8/25 7:50 AM,8/8/25 7:44 AM
48,,CREDIT,Daniela,Daniela,0.00,22.64,,8/8/25 7:50 AM,8/8/25 7:45 AM
37,,CASH,Norma,Norma,0.00,26.73,,8/8/25 7:53 AM,8/8/25 7:31 AM
41,,CASH,Daniela,Daniela,0.00,6.90,,8/8/25 7:54 AM,8/8/25 7:38 AM
51,,CREDIT,Daniela,Daniela,2.00,22.68,,8/8/25 7:57 AM,8/8/25 7:54 AM
52,,CREDIT,Daniela,Daniela,2.11,17.89,,8/8/25 8:02 AM,8/8/25 7:54 AM
53,,CASH,Daniela,Daniela,0.00,6.35,,8/8/25 8:04 AM,8/8/25 7:56 AM
50,,CREDIT,Norma,Norma,10.00,54.90,,8/8/25 8:04 AM,8/8/25 7:51 AM
49,,CREDIT,Norma,Norma,3.00,20.14,,8/8/25 8:05 AM,8/8/25 7:47 AM
54,,CREDIT,Daniela,Daniela,0.00,12.09,,8/8/25 8:06 AM,8/8/25 7:58 AM
55,,CREDIT,Daniela,Daniela,0.00,24.18,,8/8/25 8:07 AM,8/8/25 7:59 AM
