Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
1,,CASH,Maria ,Maria ,0.00,7.61,Front Box Cash Drawer,9/2/25 6:04 AM,9/2/25 6:00 AM
3,,CASH,Maria ,Maria ,0.00,4.31,Front Box Cash Drawer,9/2/25 6:07 AM,9/2/25 6:03 AM
4,,CREDIT,Martina,Martina,0.00,21.54,,9/2/25 6:09 AM,9/2/25 6:05 AM
5,,CREDIT,Martina,Martina,1.00,4.31,,9/2/25 6:10 AM,9/2/25 6:07 AM
6,,CASH,Martina,Martina,0.00,2.15,Drive Thru Cash Drawer,9/2/25 6:12 AM,9/2/25 6:12 AM
7,,CREDIT,Martina,Martina,0.00,3.78,,9/2/25 6:14 AM,9/2/25 6:13 AM
8,,CASH,Martina,Martina,0.00,4.31,Drive Thru Cash Drawer,9/2/25 6:16 AM,9/2/25 6:15 AM
14,,CREDIT,Martina,Martina,1.00,12.34,,9/2/25 6:26 AM,9/2/25 6:24 AM
15,,CASH,Martina,Martina,0.00,14.09,Drive Thru Cash Drawer,9/2/25 6:28 AM,9/2/25 6:25 AM
10,,CREDIT,Martina,Martina,0.00,6.26,,9/2/25 6:29 AM,9/2/25 6:19 AM
17,,CASH,Martina,Martina,0.00,6.46,Drive Thru Cash Drawer,9/2/25 6:32 AM,9/2/25 6:32 AM
13,,CASH,Maria ,Maria ,0.00,4.30,Front Box Cash Drawer,9/2/25 6:36 AM,9/2/25 6:30 AM
19,,CASH,Martina,Martina,0.00,3.24,Drive Thru Cash Drawer,9/2/25 6:37 AM,9/2/25 6:37 AM
21,,CREDIT,Martina,Martina,0.00,4.30,,9/2/25 6:39 AM,9/2/25 6:37 AM
23,,CREDIT,Maria ,Maria ,0.00,17.24,,9/2/25 6:39 AM,9/2/25 6:39 AM
20,,CREDIT,Martina,Martina,0.00,9.56,,9/2/25 6:49 AM,9/2/25 6:48 AM
26,,CREDIT,Martina,Martina,3.00,16.78,,9/2/25 6:52 AM,9/2/25 6:51 AM
25,,CREDIT,Martina,Martina,0.00,2.15,,9/2/25 6:55 AM,9/2/25 6:54 AM
24,,CREDIT,Maria ,Maria ,0.00,8.69,,9/2/25 7:00 AM,9/2/25 7:00 AM
27,,CREDIT,Martina,Martina,0.00,26.00,,9/2/25 7:02 AM,9/2/25 7:00 AM
32,,CASH,Martina,Martina,0.00,2.15,Drive Thru Cash Drawer,9/2/25 7:05 AM,9/2/25 7:05 AM
33,,CREDIT,Martina,Martina,0.00,5.56,,9/2/25 7:08 AM,9/2/25 7:07 AM
34,,CREDIT,Martina,Martina,0.00,4.63,,9/2/25 7:09 AM,9/2/25 7:07 AM
35,,CREDIT,Martina,Martina,0.00,5.39,,9/2/25 7:10 AM,9/2/25 7:08 AM
36,,CREDIT,Martina,Martina,0.00,8.90,,9/2/25 7:11 AM,9/2/25 7:09 AM
37,,CREDIT,Martina,Martina,0.00,2.48,,9/2/25 7:12 AM,9/2/25 7:10 AM
38,,CREDIT,Martina,Martina,0.00,3.24,,9/2/25 7:13 AM,9/2/25 7:11 AM
39,,CASH,Martina,Martina,0.00,5.39,Drive Thru Cash Drawer,9/2/25 7:13 AM,9/2/25 7:12 AM
40,,CASH,Martina,Martina,0.00,2.15,Drive Thru Cash Drawer,9/2/25 7:15 AM,9/2/25 7:14 AM
41,,CASH,Martina,Martina,0.00,22.56,Drive Thru Cash Drawer,9/2/25 7:18 AM,9/2/25 7:14 AM
42,,CASH,Martina,Martina,0.00,4.30,Drive Thru Cash Drawer,9/2/25 7:18 AM,9/2/25 7:18 AM
29,,CREDIT,Martina,Martina,0.00,15.97,,9/2/25 7:22 AM,9/2/25 7:21 AM
44,,CREDIT,Martina,Martina,1.00,5.39,,9/2/25 7:23 AM,9/2/25 7:21 AM
45,,CREDIT,Martina,Martina,0.00,4.30,,9/2/25 7:25 AM,9/2/25 7:21 AM
47,,CREDIT,Martina,Martina,0.00,7.55,,9/2/25 7:25 AM,9/2/25 7:24 AM
48,,CREDIT,Martina,Martina,2.00,9.99,,9/2/25 7:27 AM,9/2/25 7:25 AM
49,,CASH,Martina,Martina,0.00,26.32,Drive Thru Cash Drawer,9/2/25 7:29 AM,9/2/25 7:26 AM
54,,CASH,Maria ,Maria ,0.00,6.78,Front Box Cash Drawer,9/2/25 7:29 AM,9/2/25 7:29 AM
55,,CREDIT,Maria ,Maria ,1.00,5.72,,9/2/25 7:30 AM,9/2/25 7:30 AM
51,,CASH,Martina,Martina,0.00,4.31,Drive Thru Cash Drawer,9/2/25 7:30 AM,9/2/25 7:27 AM
52,,CREDIT,Martina,Martina,5.00,9.87,,9/2/25 7:31 AM,9/2/25 7:28 AM
57,,CREDIT,Martina,Martina,0.00,8.62,,9/2/25 7:33 AM,9/2/25 7:31 AM
31,10,CREDIT,Maria ,Maria ,0.00,14.19,,9/2/25 7:34 AM,9/2/25 7:03 AM
58,,CREDIT,Martina,Martina,0.00,10.63,,9/2/25 7:34 AM,9/2/25 7:32 AM
59,,CASH,Martina,Martina,0.00,5.18,Drive Thru Cash Drawer,9/2/25 7:35 AM,9/2/25 7:34 AM
61,,CREDIT,Martina,Martina,0.00,13.44,,9/2/25 7:36 AM,9/2/25 7:35 AM
50,13,CREDIT,Maria ,Maria ,5.00,10.59,,9/2/25 7:37 AM,9/2/25 7:26 AM
53,,CREDIT,Maria ,Maria ,0.00,4.85,,9/2/25 7:38 AM,9/2/25 7:29 AM
46,,CASH,Martina,Martina,0.00,7.71,Drive Thru Cash Drawer,9/2/25 7:40 AM,9/2/25 7:39 AM
62,,CASH,Martina,Martina,0.00,4.30,Drive Thru Cash Drawer,9/2/25 7:44 AM,9/2/25 7:43 AM
64,,CREDIT,Martina,Martina,0.00,8.62,,9/2/25 7:46 AM,9/2/25 7:45 AM
65,,CREDIT,Martina,Martina,2.00,10.63,,9/2/25 7:48 AM,9/2/25 7:45 AM
63,,CASH,Martina,Martina,0.00,24.97,Drive Thru Cash Drawer,9/2/25 7:51 AM,9/2/25 7:50 AM
67,,CREDIT,Martina,Martina,0.00,14.55,,9/2/25 7:52 AM,9/2/25 7:51 AM
68,,CREDIT,Maria ,Maria ,0.00,10.26,,9/2/25 7:54 AM,9/2/25 7:54 AM
71,,CREDIT,Maria ,Maria ,2.00,8.58,,9/2/25 7:54 AM,9/2/25 7:54 AM
70,,CASH,Martina,Martina,0.00,7.94,Drive Thru Cash Drawer,9/2/25 7:56 AM,9/2/25 7:54 AM
