Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
3,,CASH,PM Cashier,PM Cashier,0.00,9.73,Drive Thru Cash Drawer,8/4/25 6:03 AM,8/4/25 6:03 AM
6,,CASH,Maria ,Maria ,0.00,4.30,Front Box Cash Drawer,8/4/25 6:05 AM,8/4/25 6:05 AM
7,,CASH,PM Cashier,PM Cashier,0.00,8.62,Drive Thru Cash Drawer,8/4/25 6:10 AM,8/4/25 6:06 AM
9,,CASH,PM Cashier,PM Cashier,0.00,13.11,Drive Thru Cash Drawer,8/4/25 6:11 AM,8/4/25 6:09 AM
5,,CREDIT,Maria ,Maria ,0.00,17.04,,8/4/25 6:12 AM,8/4/25 6:05 AM
10,,CREDIT,PM Cashier,PM Cashier,5.00,12.09,,8/4/25 6:13 AM,8/4/25 6:13 AM
13,,CREDIT,PM Cashier,PM Cashier,0.00,6.43,,8/4/25 6:21 AM,8/4/25 6:18 AM
14,,CREDIT,PM Cashier,PM Cashier,0.00,13.68,,8/4/25 6:22 AM,8/4/25 6:20 AM
11,,CREDIT,PM Cashier,PM Cashier,0.00,3.78,,8/4/25 6:30 AM,8/4/25 6:28 AM
16,,CASH,PM Cashier,PM Cashier,0.00,11.63,Drive Thru Cash Drawer,8/4/25 6:39 AM,8/4/25 6:34 AM
12,,CASH,Maria ,Maria ,0.00,8.62,Front Box Cash Drawer,8/4/25 6:46 AM,8/4/25 6:18 AM
21,,CREDIT,PM Cashier,PM Cashier,0.00,12.93,,8/4/25 6:48 AM,8/4/25 6:47 AM
22,,CREDIT,PM Cashier,PM Cashier,0.00,7.44,,8/4/25 6:51 AM,8/4/25 6:47 AM
24,,CREDIT,PM Cashier,PM Cashier,0.00,4.63,,8/4/25 7:02 AM,8/4/25 6:58 AM
26,,CASH,PM Cashier,PM Cashier,0.00,3.24,Drive Thru Cash Drawer,8/4/25 7:03 AM,8/4/25 7:02 AM
19,6,CREDIT,Sami,Maria ,0.00,15.62,,8/4/25 7:03 AM,8/4/25 6:46 AM
23,18,CREDIT,Sami,Maria ,0.00,13.37,,8/4/25 7:07 AM,8/4/25 6:48 AM
25,,CREDIT,PM Cashier,PM Cashier,0.00,14.18,,8/4/25 7:07 AM,8/4/25 7:05 AM
28,,CREDIT,PM Cashier,PM Cashier,1.59,9.41,,8/4/25 7:10 AM,8/4/25 7:10 AM
30,,CREDIT,Maria ,Maria ,1.00,7.87,,8/4/25 7:12 AM,8/4/25 7:12 AM
29,,CASH,PM Cashier,PM Cashier,0.00,4.31,Drive Thru Cash Drawer,8/4/25 7:14 AM,8/4/25 7:10 AM
27,,CREDIT,PM Cashier,PM Cashier,0.00,2.15,,8/4/25 7:15 AM,8/4/25 7:12 AM
31,,CREDIT,PM Cashier,PM Cashier,0.00,6.90,,8/4/25 7:16 AM,8/4/25 7:14 AM
32,,CREDIT,PM Cashier,PM Cashier,0.00,14.64,,8/4/25 7:22 AM,8/4/25 7:18 AM
33,,CREDIT,PM Cashier,PM Cashier,2.00,5.72,,8/4/25 7:28 AM,8/4/25 7:26 AM
36,,CASH,PM Cashier,PM Cashier,0.00,7.67,Drive Thru Cash Drawer,8/4/25 7:29 AM,8/4/25 7:28 AM
37,,CREDIT,PM Cashier,PM Cashier,0.00,17.56,,8/4/25 7:35 AM,8/4/25 7:31 AM
38,,CREDIT,PM Cashier,PM Cashier,2.59,13.41,,8/4/25 7:42 AM,8/4/25 7:38 AM
34,,CASH,Maria ,Maria ,0.00,4.32,Front Box Cash Drawer,8/4/25 7:42 AM,8/4/25 7:42 AM
39,,CASH,PM Cashier,PM Cashier,0.00,5.39,Drive Thru Cash Drawer,8/4/25 7:43 AM,8/4/25 7:39 AM
40,,CREDIT,PM Cashier,PM Cashier,4.00,8.62,,8/4/25 7:44 AM,8/4/25 7:39 AM
41,,CREDIT,PM Cashier,PM Cashier,0.00,9.76,,8/4/25 7:47 AM,8/4/25 7:44 AM
42,,CREDIT,PM Cashier,PM Cashier,0.00,7.56,,8/4/25 7:50 AM,8/4/25 7:47 AM
43,,CASH,PM Cashier,PM Cashier,0.00,13.00,Drive Thru Cash Drawer,8/4/25 7:53 AM,8/4/25 7:50 AM
35,14,CREDIT,Eduardo ,Maria ,4.00,24.63,,8/4/25 7:55 AM,8/4/25 7:27 AM
45,,CREDIT,PM Cashier,PM Cashier,0.00,6.65,,8/4/25 7:57 AM,8/4/25 7:52 AM
46,,CREDIT,PM Cashier,PM Cashier,0.00,11.21,,8/4/25 7:58 AM,8/4/25 7:55 AM
