Location,Order #,Opened Date,Server,Table,Discount Name,Discount Reason,Comment,Discount Amount
Tink a Tako #9 - Blanco Rd - 2919 Blanco Rd,270,9/13/25 2:28 PM,AM CASHIER,,Open % Item,,,0.60
Tink a Tako #9 - Blanco Rd - 2919 Blanco Rd,219,9/13/25 12:25 PM,AM CASHIER,,Open % Check,,,6.36
