Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
3,,CREDIT,PM Cashier,PM Cashier,4.00,11.45,,8/15/25 6:06 AM,8/15/25 6:02 AM
4,,CREDIT,PM Cashier,PM Cashier,2.00,7.21,,8/15/25 6:08 AM,8/15/25 6:02 AM
2,,CASH,Maria ,Maria ,0.00,5.39,Front Box Cash Drawer,8/15/25 6:12 AM,8/15/25 6:12 AM
5,,CREDIT,PM Cashier,PM Cashier,5.00,25.56,,8/15/25 6:13 AM,8/15/25 6:11 AM
6,,CASH,PM Cashier,PM Cashier,0.00,4.30,Drive Thru Cash Drawer,8/15/25 6:20 AM,8/15/25 6:16 AM
7,,CREDIT,PM Cashier,PM Cashier,1.38,8.62,,8/15/25 6:22 AM,8/15/25 6:20 AM
9,,CREDIT,Sami,Maria ,1.37,8.63,,8/15/25 6:24 AM,8/15/25 6:23 AM
8,,CREDIT,PM Cashier,PM Cashier,0.00,10.77,,8/15/25 6:26 AM,8/15/25 6:21 AM
11,,CASH,PM Cashier,PM Cashier,0.00,5.13,Drive Thru Cash Drawer,8/15/25 6:27 AM,8/15/25 6:26 AM
10,,CASH,PM Cashier,PM Cashier,0.00,6.46,Drive Thru Cash Drawer,8/15/25 6:28 AM,8/15/25 6:25 AM
13,,CREDIT,PM Cashier,PM Cashier,1.00,4.30,,8/15/25 6:35 AM,8/15/25 6:33 AM
14,,CASH,PM Cashier,PM Cashier,0.00,12.35,Drive Thru Cash Drawer,8/15/25 6:37 AM,8/15/25 6:33 AM
15,,CASH,PM Cashier,PM Cashier,0.00,19.01,Drive Thru Cash Drawer,8/15/25 6:38 AM,8/15/25 6:36 AM
12,,CREDIT,PM Cashier,PM Cashier,0.00,4.59,,8/15/25 6:44 AM,8/15/25 6:41 AM
18,,CREDIT,PM Cashier,PM Cashier,3.00,9.50,,8/15/25 6:45 AM,8/15/25 6:44 AM
19,,CREDIT,PM Cashier,PM Cashier,0.00,29.54,,8/15/25 6:48 AM,8/15/25 6:46 AM
22,,CASH,PM Cashier,PM Cashier,0.00,10.59,Drive Thru Cash Drawer,8/15/25 6:52 AM,8/15/25 6:51 AM
23,,CREDIT,PM Cashier,PM Cashier,0.00,4.30,,8/15/25 6:54 AM,8/15/25 6:51 AM
24,,CREDIT,PM Cashier,PM Cashier,1.00,7.55,,8/15/25 6:54 AM,8/15/25 6:53 AM
25,,CREDIT,PM Cashier,PM Cashier,0.00,11.82,,8/15/25 6:58 AM,8/15/25 6:54 AM
26,,CREDIT,PM Cashier,PM Cashier,0.00,6.46,,8/15/25 6:59 AM,8/15/25 6:55 AM
27,,CREDIT,PM Cashier,PM Cashier,0.00,7.54,,8/15/25 7:00 AM,8/15/25 6:58 AM
31,,CREDIT,PM Cashier,PM Cashier,0.00,5.17,,8/15/25 7:04 AM,8/15/25 7:02 AM
33,,CREDIT,PM Cashier,PM Cashier,0.00,2.15,,8/15/25 7:06 AM,8/15/25 7:04 AM
32,,CREDIT,PM Cashier,PM Cashier,0.00,4.59,,8/15/25 7:07 AM,8/15/25 7:07 AM
36,,CREDIT,PM Cashier,PM Cashier,0.00,5.56,,8/15/25 7:11 AM,8/15/25 7:09 AM
37,,CREDIT,PM Cashier,PM Cashier,0.00,8.61,,8/15/25 7:12 AM,8/15/25 7:10 AM
38,,CASH,PM Cashier,PM Cashier,0.00,3.02,Drive Thru Cash Drawer,8/15/25 7:13 AM,8/15/25 7:12 AM
39,,CASH,PM Cashier,PM Cashier,0.00,9.12,Drive Thru Cash Drawer,8/15/25 7:15 AM,8/15/25 7:12 AM
30,19,CREDIT,Sami,AM,5.00,12.70,,8/15/25 7:21 AM,8/15/25 7:02 AM
42,,CASH,AM,AM,0.00,4.31,Front Box Cash Drawer,8/15/25 7:23 AM,8/15/25 7:23 AM
41,,CREDIT,PM Cashier,PM Cashier,0.00,9.50,,8/15/25 7:24 AM,8/15/25 7:22 AM
35,17,CREDIT,Martina,AM,0.00,13.46,,8/15/25 7:25 AM,8/15/25 7:07 AM
43,,CREDIT,PM Cashier,PM Cashier,1.00,10.77,,8/15/25 7:25 AM,8/15/25 7:23 AM
44,,CREDIT,PM Cashier,PM Cashier,0.00,8.61,,8/15/25 7:28 AM,8/15/25 7:27 AM
46,,CASH,PM Cashier,PM Cashier,0.00,2.15,Drive Thru Cash Drawer,8/15/25 7:31 AM,8/15/25 7:29 AM
47,,CREDIT,PM Cashier,PM Cashier,0.00,9.59,,8/15/25 7:32 AM,8/15/25 7:32 AM
48,,CREDIT,PM Cashier,PM Cashier,2.00,4.31,,8/15/25 7:35 AM,8/15/25 7:33 AM
49,,CREDIT,PM Cashier,PM Cashier,0.00,7.35,,8/15/25 7:36 AM,8/15/25 7:34 AM
50,,CREDIT,PM Cashier,PM Cashier,0.00,3.24,,8/15/25 7:38 AM,8/15/25 7:35 AM
53,,CASH,PM Cashier,PM Cashier,0.00,4.31,Drive Thru Cash Drawer,8/15/25 7:40 AM,8/15/25 7:36 AM
57,,CASH,PM Cashier,PM Cashier,0.00,4.31,Drive Thru Cash Drawer,8/15/25 7:42 AM,8/15/25 7:40 AM
58,,CASH,PM Cashier,PM Cashier,0.00,13.42,Drive Thru Cash Drawer,8/15/25 7:45 AM,8/15/25 7:44 AM
59,,CASH,PM Cashier,PM Cashier,0.00,8.61,Drive Thru Cash Drawer,8/15/25 7:48 AM,8/15/25 7:45 AM
45,10,CREDIT,Sami,Maria ,5.00,13.34,,8/15/25 7:49 AM,8/15/25 7:25 AM
61,,CREDIT,PM Cashier,PM Cashier,3.67,16.33,,8/15/25 7:53 AM,8/15/25 7:51 AM
51,5,CREDIT,Martina,Maria ,0.00,16.00,,8/15/25 7:54 AM,8/15/25 7:36 AM
64,,CREDIT,Maria ,Maria ,5.00,15.64,,8/15/25 7:56 AM,8/15/25 7:56 AM
63,,CASH,PM Cashier,PM Cashier,0.00,18.30,Drive Thru Cash Drawer,8/15/25 7:58 AM,8/15/25 7:54 AM
55,14,CASH,Sami,Maria ,0.00,7.32,Front Box Cash Drawer,8/15/25 8:02 AM,8/15/25 7:38 AM
70,,CASH,PM Cashier,PM Cashier,0.00,2.71,Drive Thru Cash Drawer,8/15/25 8:04 AM,8/15/25 8:02 AM
69,,CREDIT,Maria ,Maria ,0.00,18.63,,8/15/25 8:04 AM,8/15/25 7:59 AM
71,,CASH,PM Cashier,PM Cashier,0.00,6.97,Drive Thru Cash Drawer,8/15/25 8:04 AM,8/15/25 8:02 AM
72,,CREDIT,PM Cashier,PM Cashier,0.00,6.46,,8/15/25 8:06 AM,8/15/25 8:04 AM
74,,CREDIT,PM Cashier,PM Cashier,0.00,31.90,,8/15/25 8:08 AM,8/15/25 8:06 AM
77,,CREDIT,PM Cashier,PM Cashier,0.00,8.63,,8/15/25 8:11 AM,8/15/25 8:07 AM
66,,CASH,PM Cashier,PM Cashier,0.00,9.17,Drive Thru Cash Drawer,8/15/25 8:12 AM,8/15/25 7:57 AM
,,TIP_OUT,PM Cashier,PM Cashier,-24.05,0.00,Drive Thru Cash Drawer,8/15/25 8:13 AM,8/15/25 8:13 AM
,,CLOSE_OUT_EXACT,PM Cashier,,0.00,0.00,Drive Thru Cash Drawer,8/15/25 8:13 AM,8/15/25 8:13 AM
,,CLOSE_OUT_EXACT,samantha,,0.00,0.00,Drive Thru Cash Drawer (2),8/15/25 8:14 AM,8/15/25 8:14 AM
